path,purpose,width,height,bytes,published
media/archive/duplicates/portraits-photo-024-1280x888-retained-copy-01.jpg,Unpublished identical copy,1280,888,633105,no
media/archive/duplicates/portraits-photo-024-1920x1332-retained-copy-01.jpg,Unpublished identical copy,1920,1332,1300428,no
media/archive/duplicates/portraits-photo-025-1280x1280-retained-copy-01.jpg,Unpublished identical copy,1280,1280,920351,no
media/archive/duplicates/portraits-photo-025-1920x1920-retained-copy-01.jpg,Unpublished identical copy,1920,1920,1979900,no
media/archive/duplicates/portraits-photo-026-1280x1280-retained-copy-01.jpg,Unpublished identical copy,1280,1280,880514,no
media/archive/duplicates/portraits-photo-026-1920x1920-retained-copy-01.jpg,Unpublished identical copy,1920,1920,1960809,no
media/archive/duplicates/portraits-photo-027-1280x720-retained-copy-01.jpg,Unpublished identical copy,1280,720,663707,no
media/archive/duplicates/portraits-photo-027-1920x1080-retained-copy-01.jpg,Unpublished identical copy,1920,1080,1392648,no
media/archive/duplicates/portraits-photo-028-1280x1280-retained-copy-01.jpg,Unpublished identical copy,1280,1280,1003083,no
media/archive/duplicates/portraits-photo-028-1920x1920-retained-copy-01.jpg,Unpublished identical copy,1920,1920,2113946,no
media/archive/duplicates/portraits-photo-029-1280x2276-retained-copy-01.jpg,Unpublished identical copy,1280,2276,1891706,no
media/archive/duplicates/portraits-photo-029-1920x3413-retained-copy-01.jpg,Unpublished identical copy,1920,3413,4324662,no
media/archive/duplicates/portraits-photo-030-1280x2276-retained-copy-01.jpg,Unpublished identical copy,1280,2276,1663111,no
media/archive/duplicates/portraits-photo-030-1920x3413-retained-copy-01.jpg,Unpublished identical copy,1920,3413,3561963,no
media/archive/duplicates/portraits-photo-031-1280x827-retained-copy-01.jpg,Unpublished identical copy,1280,827,667075,no
media/archive/duplicates/portraits-photo-031-1920x1240-retained-copy-01.jpg,Unpublished identical copy,1920,1240,1530133,no
media/archive/duplicates/portraits-photo-032-1280x853-retained-copy-01.jpg,Unpublished identical copy,1280,853,200679,no
media/archive/duplicates/portraits-photo-032-1920x1280-retained-copy-01.jpg,Unpublished identical copy,1920,1280,443717,no
media/archive/duplicates/portraits-photo-033-1280x1926-retained-copy-01.jpg,Unpublished identical copy,1280,1926,1216126,no
media/archive/duplicates/portraits-photo-033-1920x2890-retained-copy-01.jpg,Unpublished identical copy,1920,2890,2777519,no
media/archive/duplicates/portraits-photo-034-1280x1280-retained-copy-01.jpg,Unpublished identical copy,1280,1280,412831,no
media/archive/duplicates/portraits-photo-034-1920x1920-retained-copy-01.jpg,Unpublished identical copy,1920,1920,927505,no
media/archive/duplicates/portraits-photo-035-1280x1029-retained-copy-01.jpg,Unpublished identical copy,1280,1029,914794,no
media/archive/duplicates/portraits-photo-035-1920x1544-retained-copy-01.jpg,Unpublished identical copy,1920,1544,1775648,no
media/archive/duplicates/portraits-photo-036-1280x1280-retained-copy-01.jpg,Unpublished identical copy,1280,1280,874710,no
media/archive/duplicates/portraits-photo-036-1920x1920-retained-copy-01.jpg,Unpublished identical copy,1920,1920,1830720,no
media/archive/duplicates/portraits-photo-037-1280x681-retained-copy-01.jpg,Unpublished identical copy,1280,681,463148,no
media/archive/duplicates/portraits-photo-037-1920x1021-retained-copy-01.jpg,Unpublished identical copy,1920,1021,1106181,no
media/archive/duplicates/portraits-photo-038-1280x2276-retained-copy-01.jpg,Unpublished identical copy,1280,2276,1671496,no
media/archive/duplicates/portraits-photo-038-1920x3413-retained-copy-01.jpg,Unpublished identical copy,1920,3413,3506339,no
media/archive/duplicates/portraits-photo-039-1280x720-retained-copy-01.jpg,Unpublished identical copy,1280,720,717720,no
media/archive/duplicates/portraits-photo-039-1920x1080-retained-copy-01.jpg,Unpublished identical copy,1920,1080,1525627,no
media/archive/duplicates/portraits-photo-040-1280x2276-retained-copy-01.jpg,Unpublished identical copy,1280,2276,1570039,no
media/archive/duplicates/portraits-photo-040-1920x3413-retained-copy-01.jpg,Unpublished identical copy,1920,3413,3413688,no
media/archive/duplicates/portraits-photo-041-1280x2276-retained-copy-01.jpg,Unpublished identical copy,1280,2276,1284295,no
media/archive/duplicates/portraits-photo-041-1920x3413-retained-copy-01.jpg,Unpublished identical copy,1920,3413,2972618,no
media/archive/duplicates/portraits-photo-042-1280x720-retained-copy-01.jpg,Unpublished identical copy,1280,720,519814,no
media/archive/duplicates/portraits-photo-042-1920x1080-retained-copy-01.jpg,Unpublished identical copy,1920,1080,1140962,no
media/archive/duplicates/portraits-photo-043-1280x548-retained-copy-01.jpg,Unpublished identical copy,1280,548,339926,no
media/archive/duplicates/portraits-photo-043-1920x823-retained-copy-01.jpg,Unpublished identical copy,1920,823,830409,no
media/archive/duplicates/portraits-photo-044-1280x2276-retained-copy-01.jpg,Unpublished identical copy,1280,2276,1630717,no
media/archive/duplicates/portraits-photo-044-1920x3413-retained-copy-01.jpg,Unpublished identical copy,1920,3413,3415274,no
media/archive/duplicates/portraits-photo-045-1280x949-retained-copy-01.jpg,Unpublished identical copy,1280,949,904801,no
media/archive/duplicates/portraits-photo-045-1920x1424-retained-copy-01.jpg,Unpublished identical copy,1920,1424,1975143,no
media/archive/duplicates/portraits-photo-046-1280x2025-retained-copy-01.jpg,Unpublished identical copy,1280,2025,1394508,no
media/archive/duplicates/portraits-photo-046-1920x3038-retained-copy-01.jpg,Unpublished identical copy,1920,3038,3101056,no
media/archive/duplicates/portraits-photo-047-1280x2235-retained-copy-01.jpg,Unpublished identical copy,1280,2235,1835104,no
media/archive/duplicates/portraits-photo-047-1920x3352-retained-copy-01.jpg,Unpublished identical copy,1920,3352,4179361,no
media/archive/duplicates/portraits-photo-048-1280x1280-retained-copy-01.jpg,Unpublished identical copy,1280,1280,897355,no
media/archive/duplicates/portraits-photo-048-1920x1920-retained-copy-01.jpg,Unpublished identical copy,1920,1920,1947324,no
media/archive/duplicates/portraits-photo-049-1280x1280-retained-copy-01.jpg,Unpublished identical copy,1280,1280,765628,no
media/archive/duplicates/portraits-photo-049-1920x1920-retained-copy-01.jpg,Unpublished identical copy,1920,1920,1763256,no
media/archive/duplicates/projects-photo-001-1280x1856-retained-copy-01.jpg,Unpublished identical copy,1280,1856,1386651,no
media/archive/duplicates/projects-photo-001-1920x2784-retained-copy-01.jpg,Unpublished identical copy,1920,2784,2716944,no
media/archive/duplicates/projects-photo-002-1280x1280-retained-copy-01.jpg,Unpublished identical copy,1280,1280,558011,no
media/archive/duplicates/projects-photo-002-1920x1920-retained-copy-01.jpg,Unpublished identical copy,1920,1920,1208666,no
media/archive/duplicates/projects-photo-003-1280x2016-retained-copy-01.jpg,Unpublished identical copy,1280,2016,2062996,no
media/archive/duplicates/projects-photo-003-1920x3025-retained-copy-01.jpg,Unpublished identical copy,1920,3025,4371054,no
media/archive/duplicates/projects-photo-004-1280x1044-retained-copy-01.jpg,Unpublished identical copy,1280,1044,243888,no
media/archive/duplicates/projects-photo-004-1920x1566-retained-copy-01.jpg,Unpublished identical copy,1920,1566,477776,no
media/archive/duplicates/projects-photo-005-1280x1104-retained-copy-01.jpg,Unpublished identical copy,1280,1104,877973,no
media/archive/duplicates/projects-photo-005-1920x1657-retained-copy-01.jpg,Unpublished identical copy,1920,1657,1744661,no
media/archive/duplicates/projects-photo-006-1280x1282-retained-copy-01.jpg,Unpublished identical copy,1280,1282,612477,no
media/archive/duplicates/projects-photo-006-1920x1923-retained-copy-01.jpg,Unpublished identical copy,1920,1923,1292260,no
media/archive/duplicates/projects-photo-007-1280x594-retained-copy-01.jpg,Unpublished identical copy,1280,594,330093,no
media/archive/duplicates/projects-photo-007-1920x892-retained-copy-01.jpg,Unpublished identical copy,1920,892,702198,no
media/archive/duplicates/projects-photo-008-1280x850-retained-copy-01.jpg,Unpublished identical copy,1280,850,380326,no
media/archive/duplicates/projects-photo-008-1920x1275-retained-copy-01.jpg,Unpublished identical copy,1920,1275,844389,no
media/archive/duplicates/projects-photo-009-1280x1032-retained-copy-01.jpg,Unpublished identical copy,1280,1032,1015341,no
media/archive/duplicates/projects-photo-009-1920x1548-retained-copy-01.jpg,Unpublished identical copy,1920,1548,1922366,no
media/archive/duplicates/projects-photo-010-1280x879-retained-copy-01.jpg,Unpublished identical copy,1280,879,578848,no
media/archive/duplicates/projects-photo-010-1920x1318-retained-copy-01.jpg,Unpublished identical copy,1920,1318,1257982,no
media/archive/duplicates/projects-photo-011-1280x1926-retained-copy-01.jpg,Unpublished identical copy,1280,1926,1001171,no
media/archive/duplicates/projects-photo-011-1920x2889-retained-copy-01.jpg,Unpublished identical copy,1920,2889,1964442,no
media/archive/duplicates/projects-photo-012-1280x900-retained-copy-01.jpg,Unpublished identical copy,1280,900,352683,no
media/archive/duplicates/projects-photo-012-1920x1351-retained-copy-01.jpg,Unpublished identical copy,1920,1351,741907,no
media/archive/duplicates/projects-photo-013-1280x506-retained-copy-01.jpg,Unpublished identical copy,1280,506,213986,no
media/archive/duplicates/projects-photo-013-1920x760-retained-copy-01.jpg,Unpublished identical copy,1920,760,455684,no
media/archive/duplicates/projects-photo-014-1280x710-retained-copy-01.jpg,Unpublished identical copy,1280,710,172503,no
media/archive/duplicates/projects-photo-014-1920x1065-retained-copy-01.jpg,Unpublished identical copy,1920,1065,282052,no
media/archive/images/retained-photo-001-960x1440.jpg,Unpublished retained photograph or image variant,960,1440,659355,no
media/archive/images/retained-photo-002-320x480.jpg,Unpublished retained photograph or image variant,320,480,103282,no
media/archive/images/retained-photo-003-480x720.jpg,Unpublished retained photograph or image variant,480,720,174438,no
media/archive/images/retained-photo-004-4083x2297.jpg,Unpublished retained photograph or image variant,4083,2297,3959009,no
media/archive/images/retained-photo-005-480x720.jpg,Unpublished retained photograph or image variant,480,720,213737,no
media/archive/images/retained-photo-006-320x480.jpg,Unpublished retained photograph or image variant,320,480,122877,no
media/archive/images/retained-photo-007-960x1440.jpg,Unpublished retained photograph or image variant,960,1440,758750,no
media/archive/images/retained-photo-008-480x720.jpg,Unpublished retained photograph or image variant,480,720,159426,no
media/archive/images/retained-photo-009-480x720.jpg,Unpublished retained photograph or image variant,480,720,92757,no
media/archive/images/retained-photo-010-480x720.jpg,Unpublished retained photograph or image variant,480,720,157520,no
media/archive/images/retained-photo-011-2244x3989.jpg,Unpublished retained photograph or image variant,2244,3989,3233020,no
media/archive/images/retained-photo-012-960x961.jpg,Unpublished retained photograph or image variant,960,961,673511,no
media/archive/images/retained-photo-013-320x320.jpg,Unpublished retained photograph or image variant,320,320,87688,no
media/archive/images/retained-photo-014-2560x2562.jpg,Unpublished retained photograph or image variant,2560,2562,3322321,no
media/archive/images/retained-photo-015-480x481.jpg,Unpublished retained photograph or image variant,480,481,185234,no
media/archive/images/retained-photo-016-2600x4096.jpg,Unpublished retained photograph or image variant,2600,4096,7208415,no
media/archive/images/retained-photo-017-320x480.jpg,Unpublished retained photograph or image variant,320,480,116314,no
media/archive/images/retained-photo-018-480x720.jpg,Unpublished retained photograph or image variant,480,720,221361,no
media/archive/images/retained-photo-019-960x1440.jpg,Unpublished retained photograph or image variant,960,1440,829588,no
media/archive/images/retained-photo-020-2259x4096.jpg,Unpublished retained photograph or image variant,2259,4096,4338359,no
media/archive/images/retained-photo-021-320x464.jpg,Unpublished retained photograph or image variant,320,464,100560,no
media/archive/images/retained-photo-022-320x580.jpg,Unpublished retained photograph or image variant,320,580,122302,no
media/archive/images/retained-photo-023-320x180.jpg,Unpublished retained photograph or image variant,320,180,78019,no
media/archive/images/retained-photo-024-320x213.jpg,Unpublished retained photograph or image variant,320,213,69976,no
media/archive/images/retained-photo-025-320x213.jpg,Unpublished retained photograph or image variant,320,213,44020,no
media/archive/images/retained-photo-026-320x226.jpg,Unpublished retained photograph or image variant,320,226,67557,no
media/archive/images/retained-photo-027-320x231.jpg,Unpublished retained photograph or image variant,320,231,57730,no
media/archive/images/retained-photo-028-320x178.jpg,Unpublished retained photograph or image variant,320,178,31264,no
media/archive/images/retained-photo-029-320x701.jpg,Unpublished retained photograph or image variant,320,701,97372,no
media/archive/images/retained-photo-030-320x200.jpg,Unpublished retained photograph or image variant,320,200,67648,no
media/archive/images/retained-photo-031-320x213.jpg,Unpublished retained photograph or image variant,320,213,38596,no
media/archive/images/retained-photo-032-320x320.jpg,Unpublished retained photograph or image variant,320,320,141204,no
media/archive/images/retained-photo-033-320x320.jpg,Unpublished retained photograph or image variant,320,320,55955,no
media/archive/images/retained-photo-034-320x454.jpg,Unpublished retained photograph or image variant,320,454,99630,no
media/archive/images/retained-photo-035-320x320.jpg,Unpublished retained photograph or image variant,320,320,93820,no
media/archive/images/retained-photo-036-320x320.jpg,Unpublished retained photograph or image variant,320,320,104744,no
media/archive/images/retained-photo-037-320x554.jpg,Unpublished retained photograph or image variant,320,554,128070,no
media/archive/images/retained-photo-038-320x320.jpg,Unpublished retained photograph or image variant,320,320,151831,no
media/archive/images/retained-photo-039-320x456.jpg,Unpublished retained photograph or image variant,320,456,78873,no
media/archive/images/retained-photo-040-320x569.jpg,Unpublished retained photograph or image variant,320,569,133265,no
media/archive/images/retained-photo-041-320x506.jpg,Unpublished retained photograph or image variant,320,506,124957,no
media/archive/images/retained-photo-042-320x320.jpg,Unpublished retained photograph or image variant,320,320,95077,no
media/archive/images/retained-photo-043-320x320.jpg,Unpublished retained photograph or image variant,320,320,60296,no
media/archive/images/retained-photo-044-320x320.jpg,Unpublished retained photograph or image variant,320,320,56641,no
media/archive/images/retained-photo-045-320x320.jpg,Unpublished retained photograph or image variant,320,320,90343,no
media/archive/images/retained-photo-046-320x180.png,Unpublished retained photograph or image variant,320,180,105607,no
media/archive/images/retained-photo-047-320x569.jpg,Unpublished retained photograph or image variant,320,569,134558,no
media/archive/images/retained-photo-048-320x180.jpg,Unpublished retained photograph or image variant,320,180,68855,no
media/archive/images/retained-photo-049-320x492.jpg,Unpublished retained photograph or image variant,320,492,104490,no
media/archive/images/retained-photo-050-320x569.jpg,Unpublished retained photograph or image variant,320,569,86404,no
media/archive/images/retained-photo-051-320x172.jpg,Unpublished retained photograph or image variant,320,172,62223,no
media/archive/images/retained-photo-052-320x220.jpg,Unpublished retained photograph or image variant,320,220,39807,no
media/archive/images/retained-photo-053-320x320.jpg,Unpublished retained photograph or image variant,320,320,89496,no
media/archive/images/retained-photo-054-320x569.jpg,Unpublished retained photograph or image variant,320,569,79005,no
media/archive/images/retained-photo-055-320x569.jpg,Unpublished retained photograph or image variant,320,569,120314,no
media/archive/images/retained-photo-056-320x569.jpg,Unpublished retained photograph or image variant,320,569,131203,no
media/archive/images/retained-photo-057-320x510.jpg,Unpublished retained photograph or image variant,320,510,46571,no
media/archive/images/retained-photo-058-320x320.jpg,Unpublished retained photograph or image variant,320,320,85616,no
media/archive/images/retained-photo-059-320x180.jpg,Unpublished retained photograph or image variant,320,180,85372,no
media/archive/images/retained-photo-060-320x569.jpg,Unpublished retained photograph or image variant,320,569,99170,no
media/archive/images/retained-photo-061-320x320.jpg,Unpublished retained photograph or image variant,320,320,97017,no
media/archive/images/retained-photo-062-320x253.jpg,Unpublished retained photograph or image variant,320,253,64638,no
media/archive/images/retained-photo-063-320x320.jpg,Unpublished retained photograph or image variant,320,320,44628,no
media/archive/images/retained-photo-064-320x136.jpg,Unpublished retained photograph or image variant,320,136,50701,no
media/archive/images/retained-photo-065-320x584.jpg,Unpublished retained photograph or image variant,320,584,106536,no
media/archive/images/retained-photo-066-320x207.jpg,Unpublished retained photograph or image variant,320,207,74594,no
media/archive/images/retained-photo-067-320x631.jpg,Unpublished retained photograph or image variant,320,631,146865,no
media/archive/images/retained-photo-068-320x225.jpg,Unpublished retained photograph or image variant,320,225,34448,no
media/archive/images/retained-photo-069-320x504.jpg,Unpublished retained photograph or image variant,320,504,87654,no
media/archive/images/retained-photo-070-320x210.jpg,Unpublished retained photograph or image variant,320,210,47425,no
media/archive/images/retained-photo-071-320x320.jpg,Unpublished retained photograph or image variant,320,320,98135,no
media/archive/images/retained-photo-072-320x569.jpg,Unpublished retained photograph or image variant,320,569,178788,no
media/archive/images/retained-photo-073-320x478.jpg,Unpublished retained photograph or image variant,320,478,101334,no
media/archive/images/retained-photo-074-320x257.jpg,Unpublished retained photograph or image variant,320,257,101259,no
media/archive/images/retained-photo-075-320x213.jpg,Unpublished retained photograph or image variant,320,213,58385,no
media/archive/images/retained-photo-076-320x127.jpg,Unpublished retained photograph or image variant,320,127,34452,no
media/archive/images/retained-photo-077-320x261.jpg,Unpublished retained photograph or image variant,320,261,35078,no
media/archive/images/retained-photo-078-320x222.jpg,Unpublished retained photograph or image variant,320,222,72546,no
media/archive/images/retained-photo-079-320x219.jpg,Unpublished retained photograph or image variant,320,219,82933,no
media/archive/images/retained-photo-080-320x559.jpg,Unpublished retained photograph or image variant,320,559,135859,no
media/archive/images/retained-photo-081-320x149.jpg,Unpublished retained photograph or image variant,320,149,34834,no
media/archive/images/retained-photo-082-320x482.jpg,Unpublished retained photograph or image variant,320,482,115027,no
media/archive/images/retained-photo-083-320x320.jpg,Unpublished retained photograph or image variant,320,320,113595,no
media/archive/images/retained-photo-084-320x212.jpg,Unpublished retained photograph or image variant,320,212,38807,no
media/archive/images/retained-photo-085-320x320.jpg,Unpublished retained photograph or image variant,320,320,120789,no
media/archive/images/retained-photo-086-320x137.jpg,Unpublished retained photograph or image variant,320,137,51396,no
media/archive/images/retained-photo-087-320x320.jpg,Unpublished retained photograph or image variant,320,320,105388,no
media/archive/images/retained-photo-088-320x170.jpg,Unpublished retained photograph or image variant,320,170,49808,no
media/archive/images/retained-photo-089-320x276.jpg,Unpublished retained photograph or image variant,320,276,63931,no
media/archive/images/retained-photo-090-320x258.jpg,Unpublished retained photograph or image variant,320,258,63476,no
media/archive/images/retained-photo-091-320x238.jpg,Unpublished retained photograph or image variant,320,238,72165,no
media/archive/images/retained-photo-092-320x320.jpg,Unpublished retained photograph or image variant,320,320,51220,no
media/archive/images/retained-photo-093-320x222.jpg,Unpublished retained photograph or image variant,320,222,65491,no
media/archive/images/retained-photo-094-320x237.jpg,Unpublished retained photograph or image variant,320,237,96901,no
media/archive/images/retained-photo-095-320x186.jpg,Unpublished retained photograph or image variant,320,186,46330,no
media/archive/images/retained-photo-096-320x482.jpg,Unpublished retained photograph or image variant,320,482,83931,no
media/archive/images/retained-photo-097-320x569.jpg,Unpublished retained photograph or image variant,320,569,129135,no
media/archive/images/retained-photo-098-320x567.jpg,Unpublished retained photograph or image variant,320,567,118127,no
media/archive/images/retained-photo-099-320x486.jpg,Unpublished retained photograph or image variant,320,486,78091,no
media/archive/images/retained-photo-100-320x569.jpg,Unpublished retained photograph or image variant,320,569,141580,no
media/archive/images/retained-photo-101-320x419.jpg,Unpublished retained photograph or image variant,320,419,95934,no
media/archive/images/retained-photo-102-2560x2088.jpg,Unpublished retained photograph or image variant,2560,2088,776043,no
media/archive/images/retained-photo-103-2246x4096.jpg,Unpublished retained photograph or image variant,2246,4096,2180116,no
media/archive/images/retained-photo-104-2560x1757.jpg,Unpublished retained photograph or image variant,2560,1757,2322338,no
media/archive/images/retained-photo-105-2560x1097.jpg,Unpublished retained photograph or image variant,2560,1097,1497879,no
media/archive/images/retained-photo-106-2259x4096.jpg,Unpublished retained photograph or image variant,2259,4096,4338359,no
media/archive/images/retained-photo-107-2560x1811.jpg,Unpublished retained photograph or image variant,2560,1811,2296143,no
media/archive/images/retained-photo-108-2560x1440.jpg,Unpublished retained photograph or image variant,2560,1440,2286642,no
